(0)number, (1)prod_id,(2)prod_name,(3)prod_descr,(4)source,(5)img_path,(6)my_img_path,(7)price,(8)in_stock, (9)needed_stock, (10)location
67,am-0995,Battery Beak,Product Overview (am-0995): The Battery Beak is produced by Cross the Road Electronics. This is a battery load tester :  capable of delivering an 18 amp load and measuring: Internal resistance ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/battery-beak/am_0995/5bd3e33061a10d27d24332d9/large_thumb.jpg?c=1540612912,AndyMark/am-0995.jpg,80.0,0.0,0.0,null
68,am-2064,Logitech Controller F310,A familiar button layout brings console-style control to your robot controls. No matter what the FIRST FRC game :  youâ€™ll have control for every race :  battle or tournament. Button customization :  m...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/logitech-gamepad-f310/am_2064/5bd4979961a10d27d2433375/large_thumb.jpg?c=1540659097,AndyMark/am-2064.jpg,26.0,0.0,0.0,null
69,am-2874,Powerpole Kit PP45 (50 Red/50 Black Housings :  1...,This is a kit of loose Anderson Power Products (APP) Powerpole (model PP45) connector hardware :  aimed at providing a robot builder some tools to make dis-connectable cables and wires. This kit cont...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/powerpole-kit-pp45-50-red-50-black-housings-100-contacts/5bd3446f61a10d292c964770/large_thumb.jpg?c=1540572271,AndyMark/am-2874.jpg,75.0,0.0,0.0,null
70,am-3565,SRX Magnetic Encoder Mounting Hardware Kit,This hardware kit mounts the SRX Magnetic Encoder (am-3445) to all Toughbox® Series Gearboxes that have a magnets in their shaft :  as well as all EVO gearboxes. Look below to the instructional video...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/srx-magnetic-encoder-mounting-hardware-kit/5bdc516261a10d06db43d17b/large_thumb.jpg?c=1541165410,AndyMark/am-3565.jpg,3.0,0.0,0.0,null
71,am-2198,Powerpole Kit (8 Red/8 Black Housings :  16 Conta...,This is a kit of loose Anderson Power Products (APP) Powerpole (model PP45) connector hardware :  aimed at providing a robot builder some tools to make dis-connectable cables and wires. This kit cont...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/powerpole-kit-8-red-8-black-housings-16-contacts/am_2198/5bd497a661a10d27d243339b/large_thumb.jpg?c=1540659110,AndyMark/am-2198.jpg,14.0,0.0,0.0,null
72,am-2006,Nason Pressure Switch,This is an air pressure switch with a factory preset setting of 115-120 psi. This switch is able to send a signal to a robot controller :  which can then tell a pneumatic compressor (air pump) to sto...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/nason-pressure-switch/am_2006/5bd4979261a10d27d243335e/large_thumb.jpg?c=1540659090,AndyMark/am-2006.jpg,29.0,0.0,0.0,null
73,am-3871,Pressure Relief Valve,This is a brass relief valve used in low-volume air tanks and pumps to retard excessive pressure buildup.,1,https://andymark-weblinc.netdna-ssl.com/product_images/pressure-relief-valve/5bdc578161a10d06db43d3d8/large_thumb.jpg?c=1541166977,AndyMark/am-3871.jpg,10.0,0.0,0.0,null
74,am-0975,6 Gauge Robot Side Power Cable Kit,This product is shipped in kit form. When assembled :  this cable is mounted on a mobile robot and provides the complete solution for transferring voltage and current from a robot's battery to the Po...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/6-gauge-robot-side-power-cable-kit/am_0975/5bd3e32c61a10d27d24332cc/large_thumb.jpg?c=1540612908,AndyMark/am-0975.jpg,55.0,0.0,0.0,null
75,am-3766,Passive Power Over Ethernet Injector,Have you lost OpenMesh Radio power during a match because the barrel came unplugged? You can keep that from happening ever again by using this Power Over Ethernet (POE) injector. This injector inse...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/passive-power-over-ethernet-injector/5bd8a99d61a10d5948a53454/large_thumb.jpg?c=1540925853,AndyMark/am-3766.jpg,10.0,0.0,0.0,null
76,am-3282,S25-16 Ninja Star Sprocket,The Ninja Star Sprocket is a series of sprockets aimed at giving FTC more options for moving drive systems and mechanisms. This 25 series sprocket features a 16mm circle of 0.14" holes :  to work wit...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/s25-16-ninja-star-sprocket/5bd3746a61a10d29679643a0/large_thumb.jpg?c=1540584554,AndyMark/am-3282.jpg,4.0,0.0,0.0,null
77,am-1238,Collar Clamp :  1/2 in. Hex Bore :  Aluminum,Aluminum Clamp-On Shaft Collar :  1/2 in. Hex Bore.,1,https://andymark-weblinc.netdna-ssl.com/product_images/collar-clamp-1-2-in-hex-bore-aluminum/5bd3136561a10d29189643d2/large_thumb.jpg?c=1540559717,AndyMark/am-1238.jpg,5.0,0.0,0.0,null
78,am-3563_green,4 in. Compliant Wheel :  8mm Bore :  35A Durometer,This is a green 4 in. Compliant wheel that has a 8 mm Hex bore and a durometer of 35A.,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-compliant-wheel-8mm-bore-35a-durometer/5bdc517d61a10d06db43d183/large_thumb.jpg?c=1541165437,AndyMark/am-3563_green.jpg,8.0,0.0,0.0,null
79,am-3890_FGS,Rover Ruckus Full Game Set,Finally :  there is a moon landing replica that you can own yourself. No need to save millions of dollars to go to the moon and collect a bunch of rocks :  only to hope that re-entry to earth doesn't d...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/rover-ruckus-full-game-set/5bd8c59461a10d595ca53504/large_thumb.jpg?c=1540933012,AndyMark/am-3890_FGS.jpg,450.0,0.0,0.0,null
80,am-3082,Power Cable for DLink Or OpenMesh Radio,This is 5 foot long :  easy-to-use cable with an easy to use connector (am-2922) designed to fit into the OpenMesh Radio (am-3277) DLink Radio (am-0839_refurb) and also our Ethernet Microcontroller (...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/power-cable-for-dlink-or-openmesh-radio/5bd35c4a61a10d2954964382/large_thumb.jpg?c=1540578378,AndyMark/am-3082.jpg,4.0,0.0,0.0,null
81,am-0032,2x2x14mm Machine Key,Fits in 2.5" CIM Motor shafts.,1,https://andymark-weblinc.netdna-ssl.com/product_images/2x2x14mm-machine-key/am_0032/5bd3e2d561a10d27d24331c1/large_thumb.jpg?c=1540612821,AndyMark/am-0032.jpg,1.0,0.0,0.0,null
82,am-0289,20 Amp Snap Action Breaker,Amp Circuit Breaker :  MAXI style connection :  and automatically resets.Check out the datasheet for more details about when the breaker trips (it depends on current load and duration).,1,https://andymark-weblinc.netdna-ssl.com/product_images/20-amp-snap-action-breaker/am_0289/5bd3e2f661a10d27d2433228/large_thumb.jpg?c=1540612854,AndyMark/am-0289.jpg,6.0,0.0,0.0,null
83,am-2343,Valve :  pneumatic :  double solenoid :  CKD 4GA120-M...,Three (3) M5 fittings are NOT INCLUDED IN THIS PART :  but are needed to connect tubing to this valve.Specifications:,1,https://andymark-weblinc.netdna-ssl.com/product_images/valve-pneumatic-double-solenoid-ckd-4ga120-m5-e01-4/am_2343/5bd497be61a10d27d24333f5/large_thumb.jpg?c=1540659134,AndyMark/am-2343.jpg,94.0,0.0,0.0,null
84,AM_NOID_1,Vinyl Adhesive Numbers :  White :  4 in. tall :  Qty 4,This is a package of FOUR adhesive numbers :  designed to adhered to robot bumper material. Select your qty's below or use the selection box above. Usage (for best application): Apply heat t...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/vinyl-adhesive-numbers-white-4-in-tall-qty-4-options/5bdc4cfb61a10d06c843d219/large_thumb.jpg?c=1541164283,AndyMark/AM_NOID_1.jpg,6.5,0.0,0.0,null
85,am-3462_green,2 in. Compliant Wheel :  1/2 in. Hex Bore :  35A Du...,Specifications: Material Durometer: 35A Material: TPU Diameter: 2" Thickness: 0.5" Bore: 0.425" (Interference fit for 1/2" Hex)Maximum RPM: 6000 RPMWeight: 0.031 Lbs,1,https://andymark-weblinc.netdna-ssl.com/product_images/2-in-compliant-wheel-1-2-in-hex-bore-35a-durometer/5bd89d7961a10d5935a534cb/large_thumb.jpg?c=1540922745,AndyMark/am-3462_green.jpg,6.0,0.0,0.0,null
86,am-3886,Lander Support Bracket,This Lander support bracket is able to withstand a FIRST Tech Challenge robots weight. This support bracket is ready for LandingIt's used on the Lander that is used in the 2018-2019 FIRST Tech Chal...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/lander-support-bracket/5bca258061a10d0ea88b7810/large_thumb.jpg?c=1539974528,AndyMark/am-3886.jpg,4.0,0.0,0.0,null
87,am-3480_maroon,4 in. Compliant Wheel :  1/2 in. Hex Bore :  45A Du...,Specifications:Material Durometer: 45ADiameter: 4"Width: 1"Bore: 1/2" HexMaximum RPM: 3650 RPMWeight: 0.228 Lbs,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-compliant-wheel-1-2-in-hex-bore-45a-durometer/5bd89f1561a10d5935a53526/large_thumb.jpg?c=1540923157,AndyMark/am-3480_maroon.jpg,8.0,0.0,0.0,null
88,am-3461a,NeveRest Orbital 3.7 Gearmotor,The NeveRest is a gearbox and motor combination with an attached encoder designed with FIRST Tech Challenge teams in mind :  by including geometry that matches existing bolt patterns. The shaft is 6m...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/neverest-orbital-3-7-gearmotor/5bd89d2d61a10d5935a534c1/large_thumb.jpg?c=1540922669,AndyMark/am-3461a.jpg,28.0,0.0,0.0,null
89,am-0588,8mm to 1/2 in. Hex Shaft Adapter,0.500 inch hex shaft with 1/8 in. keyway and 0.313 (8mm) :  2mm keyed bore. This allows you to adapt the output shaft of the CIM Motor (am-0255) to any of our hubs or wheels with a 1/2" hex bore. You...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/8mm-to-1-2-in-hex-shaft-adapter/am_0588/5bd3e30b61a10d27d2433265/large_thumb.jpg?c=1540612875,AndyMark/am-0588.jpg,11.0,0.0,0.0,null
90,am-3738_20,20 AWG White Ferrule Crimps - Bulk Qty,Ferrules are crimped on the metal contact rather than through the insulation like standard connectors. This means there is more contact between the wire strands and the contact point. This Ferrule ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/20-awg-white-ferrule-crimps-bulk-qty/5bd8b89e61a10d5948a53678/large_thumb.jpg?c=1540929694,AndyMark/am-3738_20.jpg,0.05,0.0,0.0,null
91,am-3477,Pixy :  CMUcam5 Smart Vision Sensor Camera,Pixy CMUcam5 Image Sensor is a fast vision sensor you can quickly "teach" to find objects. It connects directly to Arduino and other controllers. Pixy pairs a powerful dedicated processor and image...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/pixy-cmucam5-smart-vision-sensor-camera/5bd89eae61a10d5935a53515/large_thumb.jpg?c=1540923054,AndyMark/am-3477.jpg,0.0,0.0,0.0,null
92,am-3067,4 in. HD Mecanum :  Wheel Set,4 inch :  HEAVY DUTY Mecanum wheel set :  these come assembled as shown in the picture. This is a set of 4 wheels :  consisting of 2 "right" wheels and 2 "left" wheels. All 4 wheels are required to mak...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-hd-mecanum-wheel-set/5bd359ff61a10d2954964335/large_thumb.jpg?c=1540577791,AndyMark/am-3067.jpg,225.0,0.0,0.0,null
93,am-3862,Crater Segment,One section/piece/slice of the Crater used in FTC Rover Ruckus. Each Crater is made up of 10 of these Crater Segments. Be sure you put the 5th and 7th segment in the reverse direction from the othe...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/crater-segment/5bca237d61a10d0e958b7e94/large_thumb.jpg?c=1539974013,AndyMark/am-3862.jpg,9.0,0.0,0.0,null
94,am-3480_blue,4 in. Compliant Wheel :  1/2 in. Hex Bore :  50A Du...,Wheel Diameter Expansion: Shaft RMP Diameter of Wheel in Inches 0 4 3000 4.1 4200 4.2 5500 4.3 5900 4.4 ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/4-in-compliant-wheel-1-2-in-hex-bore-50a-durometer/5bd89f0261a10d5935a53521/large_thumb.jpg?c=1540923138,AndyMark/am-3480_blue.jpg,8.0,0.0,0.0,null
95,am-2899,Absolute Encoder with Cable,This kit contains one encoder and one encoder cable. The MA3 is a miniature rotary absolute shaft encoder that reports the shaft position over 360 with no stops or gaps. This is the Analog output v...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/absolute-encoder-with-cable/5bd345f361a10d293f964386/large_thumb.jpg?c=1540572659,AndyMark/am-2899.jpg,57.0,0.0,0.0,null
96,am-3890_P0,Rover Ruckus Partial Game Set :  NO GAME PIECES,Finally :  there is a moon landing replica that you can own yourself. No need to save millions of dollars to go to the moon and collect a bunch of rocks :  only to hope that the re-entry to earth doesn...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/rover-ruckus-partial-game-set-no-game-pieces/5bd8c5cc61a10d595ca5350f/large_thumb.jpg?c=1540933068,AndyMark/am-3890_P0.jpg,290.0,0.0,0.0,null
97,am-3154,6 in. DuraOmni Wheel,This Heavy Duty (HD) omni wheel is a vast improvement over our older 6" omni wheels and other wheels on the market. The body has been totally redesigned with durability and mobility in mind. The de...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/6-in-duraomni-wheel/5bd3619161a10d2954964470/large_thumb.jpg?c=1540579729,AndyMark/am-3154.jpg,35.0,0.0,0.0,null
98,am-2979,Pneumatics Performance Kit,This is the next step in a pneumatics package :  which gives you all the parts you need for an entire system to push 7" stroke cylinders (included). And creates pressurized air in a safe :  manageable ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/performance-pneumatics-kit/5bd351f761a10d293f96456d/large_thumb.jpg?c=1540575735,AndyMark/am-2979.jpg,850.0,0.0,0.0,null
99,am-3215a,6 mm D Bore Double Boss Nub w/ Set Screw,The nub is a series of hubs intended to connect motion components to spinning shafts :  like sprockets gears :  pulleys and wheels. It supports the output shaft of the AndyMark NeveRest motors as well ...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/nubs/5bd36ce661a10d29549645a3/large_thumb.jpg?c=1540582630,AndyMark/am-3215a.jpg,5.5,0.0,0.0,null
100,am-3572_green,2 in. Compliant Wheel :  8mm Bore 35 Durometer Green,This is a green 2 in. 8mm bore and a durometer of 35A. Compliant wheels are not intended for moving robots :  but moving objects. Compliant wheels give way to allow rigid objects to be manipulated...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/2-in-compliant-wheel-8mm-bore-35-durometer-green/5bd8c36161a10d595ca534a5/large_thumb.jpg?c=1540932449,AndyMark/am-3572_green.jpg,6.0,0.0,0.0,null
101,AM_NOID_1,FTC Soft Tiles Carrying Bag,These red nylon carrying cases are for SoftTiles foam floor mats. The bag is zippered with two large handles. Each bag is designed to hold up to 18 tiles which is half of an FIRST Tech Challenge pl...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/ftc-soft-tiles-carrying-bag-options/5bdc47be61a10d06c843d141/large_thumb.jpg?c=1541162942,AndyMark/AM_NOID_1.jpg,0.0,0.0,0.0,null
102,am-0320a,8mm Key Hub,This 8mm keyed hub fits all AndyMark wheels. This hub is designed to fit onto the output shaft of the 2.5" CIM Motor. The boss on the back of this hub centers plate sprockets concentrically with th...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/8mm-key-hub/am_0320a/5bd3e2f961a10d27d2433230/large_thumb.jpg?c=1540612857,AndyMark/am-0320a.jpg,11.0,0.0,0.0,null
103,am-2344,Valve :  pneumatic :  single solenoid :  CKD 4GA110-M...,Single solenoid pneumatic valve without fittings :  manufactured by CKD. Three (3) M5 fittings are NOT INCLUDED IN THIS PART :  but are needed to connect tubing to this valve. Detailed Specificatio...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/valve-pneumatic-single-solenoid-ckd-4ga110-m5-e01-4/5bd3226961a10d292c964300/large_thumb.jpg?c=1540659134,AndyMark/am-2344.jpg,72.0,0.0,0.0,null
104,AM_NOID_2,EVO Shifter,The EVO Shifter is our next EVOlution of a shifting transmission gearbox. It's design was developed from the lessons learned during our experience using the AM Shifter since 2004 :  the Super Shifter...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/evo-shifter-2-stage-2-cim-input-ratioa-04-77-1-ratiob-06-00-1-long-hex-output-shaft-options/5bdc6371fe93c64d22cab721/large_thumb.jpg?c=1541170033,AndyMark/AM_NOID_2.jpg,0.0,0.0,0.0,null
105,am-2234,Pulley :  42 Tooth,Product Overview: The perfect pulley for light weight durability with 5mm pitch HTD timing belts! This keeps your robot weight low and are durable enough for power transfer through belts. This co...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/pulley-42-tooth/am_2234/5bd497ad61a10d27d24333b6/large_thumb.jpg?c=1540659117,AndyMark/am-2234.jpg,9.0,0.0,0.0,null
106,am-3147,Pressure Gauge :  1/8 in. NPT :  0-160 PSI,This pneumatic pressure gauge features a 1/8" NPT male fitting. This part is used to read the overall pressure for your pneumatic system.,1,https://andymark-weblinc.netdna-ssl.com/product_images/pressure-gauge-1-8-in-npt-0-160-psi/5bd3615f61a10d2954964469/large_thumb.jpg?c=1540579679,AndyMark/am-3147.jpg,12.5,0.0,0.0,null
107,am-0619a,Entrapption Star :  4.75 in. Diameter,The "a" version of this has changed the bore to a 0.425 in. Hex to be an interference fit with a 0.5 in. Hex Shaft. The intent of this product is to be used as a collector :  moving items while spinn...Read More,1,https://andymark-weblinc.netdna-ssl.com/product_images/entrapption-star-4-75-in-diameter/am_0619a/5bd3e30c61a10d27d2433269/large_thumb.jpg?c=1540612876,AndyMark/am-0619a.jpg,12.0,0.0,0.0,null
